type,brickid,longitude,latitude
fcbk,BKI-25447,79.8028707521,26.2892231638
fcbk,BKI-25448,79.9265877721,26.4557485851
zigzag,BKI-25452,85.5933957205,25.0135961278
fcbk,BKI-25453,88.986916343,22.4496780337
fcbk,BKI-25454,88.8877472051,22.673435531
fcbk,BKI-25455,88.7983696277,22.4984043175
fcbk,BKI-25456,87.7759394187,22.1745212791
fcbk,BKI-25457,88.4950895992,25.3240093351
fcbk,BKI-25458,78.9317603005,28.1717494077
zigzag,BKI-25459,78.9234377275,28.1578530004
fcbk,BKI-25460,78.8396095541,28.2869748464
fcbk,BKI-25461,78.9945490847,28.0140853649
fcbk,BKI-25462,88.5940202459,22.713628202
fcbk,BKI-25463,83.109293423,26.9643263987
zigzag,BKI-25464,88.4653536875,22.7443361466
fcbk,BKI-25465,73.8630128597,29.9550358657
fcbk,BKI-25466,83.1269399825,26.8137523106
fcbk,BKI-25467,87.9190796897,23.1447078124
fcbk,BKI-25468,88.2431154802,23.4760662343
zigzag,BKI-25469,82.9250432493,25.593791313
fcbk,BKI-25470,83.0740299387,26.480647315
fcbk,BKI-25471,83.2779416775,26.6055690636
zigzag,BKI-25472,82.8802961036,26.7023091068
zigzag,BKI-25473,83.2419059018,26.67266728
fcbk,BKI-25474,88.1342196978,23.2188381043
zigzag,BKI-25477,86.091035055,25.6572265271
fcbk,BKI-25478,86.0249684149,25.7835457318
zigzag,BKI-25479,83.1941631734,26.7489495105
fcbk,BKI-25480,83.2535822989,26.7310213752
fcbk,BKI-25482,77.8135394949,28.7652763177
fcbk,BKI-25483,82.9115472553,26.7192496889
fcbk,BKI-25484,82.9061450316,26.5040512258
fcbk,BKI-25485,82.7650767013,26.8838679522
fcbk,BKI-25486,82.5947847134,25.5300264186
fcbk,BKI-25487,83.4038500475,25.653000106
fcbk,BKI-25488,82.4874957635,26.9969366906
zigzag,BKI-25489,82.7718986852,26.9424847258
fcbk,BKI-25490,82.6854161531,27.1736466881
fcbk,BKI-25491,81.1763491083,26.1929068419
fcbk,BKI-25492,81.2327730444,26.1420871705
zigzag,BKI-25493,81.3451906016,26.2990234023
fcbk,BKI-25494,80.0537502517,27.4449939963
fcbk,BKI-25495,83.3200627949,25.3860225264
zigzag,BKI-25496,83.116485785,25.3135462373
fcbk,BKI-25497,84.1388186105,26.3775179607
fcbk,BKI-25498,82.5924804093,27.1589557236
fcbk,BKI-25499,82.688188515,27.1378696812
zigzag,BKI-25500,82.6044416755,26.9552186994
fcbk,BKI-25501,82.5994972614,26.7940834345
fcbk,BKI-25502,79.6922379608,27.8595506832
fcbk,BKI-25503,84.0098134483,26.422023113
fcbk,BKI-25504,84.0832796915,26.4797967281
zigzag,BKI-25505,84.1524924773,26.5643219166
fcbk,BKI-25506,83.8428673359,26.5489100384
zigzag,BKI-25507,84.1185110336,26.6421812277
fcbk,BKI-25508,84.006951697,26.7058989821
fcbk,BKI-25509,79.0468754912,26.7390480958
fcbk,BKI-25510,79.0562831087,26.7715809849
fcbk,BKI-25511,79.1852295918,26.6598802245
fcbk,BKI-25512,83.0560176498,26.845368973
zigzag,BKI-25513,81.0215461497,26.2990961473
fcbk,BKI-25514,79.3180618735,27.8884598151
fcbk,BKI-25515,79.6586824398,27.7578296353
zigzag,BKI-25516,88.5728257782,23.1948365381
fcbk,BKI-25517,88.5492804877,23.1718259024
fcbk,BKI-25518,88.5830297285,23.4518488924
zigzag,BKI-25519,88.7120252493,23.3801605552
fcbk,BKI-25520,78.9846756887,26.7874014854
fcbk,BKI-25521,79.0513177149,26.7818778019
zigzag,BKI-25522,84.6324251323,25.9508801156
fcbk,BKI-25523,83.5571623137,25.2623161354
fcbk,BKI-25524,84.3445658278,25.6269899589
fcbk,BKI-25525,80.9014085935,26.3119878199
fcbk,BKI-25526,80.704048065,26.1592681255
fcbk,BKI-25527,79.9140088988,28.0000369493
fcbk,BKI-25528,79.8630387508,28.2322803151
fcbk,BKI-25529,79.8417669601,28.1780441984
fcbk,BKI-25530,79.8133120466,28.2016561726
fcbk,BKI-25531,79.7782470734,28.129141369
zigzag,BKI-25532,79.7374902662,28.320108115
fcbk,BKI-25533,79.8400521762,28.3596407543
fcbk,BKI-25534,79.8338632831,28.3683935145
fcbk,BKI-25535,81.3691107979,28.0158859499
fcbk,BKI-25536,79.8263769438,28.296666986
fcbk,BKI-25537,79.735781011,28.3203680231
fcbk,BKI-25538,79.9637350169,28.1350590341
fcbk,BKI-25539,79.8926557437,28.3536581318
fcbk,BKI-25540,79.8223197292,28.2835894149
zigzag,BKI-25541,79.8488397328,28.0704030575
fcbk,BKI-25542,80.0643965282,28.0452853081
fcbk,BKI-25543,79.9092795387,28.1074481543
fcbk,BKI-25544,80.0357131272,28.0834133629
fcbk,BKI-25545,88.5054375507,23.4238731729
fcbk,BKI-25546,78.5657199206,27.898937731
fcbk,BKI-25547,78.8125533498,27.7058616971
fcbk,BKI-25548,78.4929489799,27.8552424788
fcbk,BKI-25549,78.629319234,27.6238047789
fcbk,BKI-25550,78.3889716984,27.850981873
fcbk,BKI-25551,78.5529691771,27.6270970505
fcbk,BKI-25552,78.6319319827,27.8065524547
fcbk,BKI-25553,78.4021125497,27.8263796999
fcbk,BKI-25554,78.6909528352,27.7640463541
fcbk,BKI-25555,78.7841830318,27.7710917435
fcbk,BKI-25556,78.8222281647,27.8106884128
fcbk,BKI-25557,78.7517193642,27.613114433
fcbk,BKI-25558,78.7222199158,27.6375462469
fcbk,BKI-25562,78.4012153732,27.82317201
fcbk,BKI-25563,78.6569261752,27.9002001549
fcbk,BKI-25564,78.6313961248,27.7650256701
fcbk,BKI-25565,83.2331433269,25.8666327697
fcbk,BKI-25566,83.1059738972,25.9031939021
fcbk,BKI-25567,77.6047559,28.5295087865
fcbk,BKI-25568,78.4603953382,27.7507314323
fcbk,BKI-25569,78.3869470408,27.8315698634
fcbk,BKI-25570,78.6363337109,27.8285592416
fcbk,BKI-25571,78.384055247,27.8393945711
fcbk,BKI-25572,78.6218717795,27.7615672467
fcbk,BKI-25573,76.956069149,29.8287897633
fcbk,BKI-25574,78.4654031765,28.0180550065
fcbk,BKI-25575,78.5742077424,27.6437486186
fcbk,BKI-25576,78.4500843438,27.6631732
fcbk,BKI-25577,78.3848954645,27.8301117751
fcbk,BKI-25578,78.7341440403,27.6817537971
fcbk,BKI-25579,78.4285663444,27.8584633234
fcbk,BKI-25580,78.7813895637,27.8012904524
fcbk,BKI-25581,78.5298940253,27.9649062125
fcbk,BKI-25582,78.7893386567,27.7834477844
fcbk,BKI-25583,78.3881634163,27.8471591613
fcbk,BKI-25584,78.5693807725,27.6491273416
fcbk,BKI-25585,78.3958592068,27.9726944194
fcbk,BKI-25586,78.7401599514,27.8767251183
fcbk,BKI-25587,80.8812389974,26.9644624074
fcbk,BKI-25588,81.0580711407,26.9940743878
zigzag,BKI-25589,81.0572638388,26.9634233088
fcbk,BKI-25590,80.9049497917,27.0886725255
zigzag,BKI-25591,81.0253224039,26.9501344558
fcbk,BKI-25592,80.9654768941,27.0701774611
zigzag,BKI-25593,80.7367891551,27.1168625082
fcbk,BKI-25594,80.9449476899,27.0317619013
fcbk,BKI-25595,80.7853072594,27.116295487
fcbk,BKI-25596,81.0235566761,26.9197423074
fcbk,BKI-25597,80.8768824485,27.1758003714
fcbk,BKI-25598,81.0136785065,27.0484486855
zigzag,BKI-25599,76.6544105976,29.5545315888
fcbk,BKI-25600,76.8034937399,29.2056898678
fcbk,BKI-25601,85.0451658769,25.8503224568
fcbk,BKI-25605,78.4261952747,28.0385748056
zigzag,BKI-25606,80.7266533091,27.1337537344
zigzag,BKI-25607,81.0291584185,26.9147585224
fcbk,BKI-25608,81.0500104224,26.9217055649
zigzag,BKI-25609,76.6251335334,29.1742123735
zigzag,BKI-25610,76.9938374176,29.5559552399
zigzag,BKI-25611,84.7104874987,25.8295250813
zigzag,BKI-25612,84.795867353,25.7830388947
zigzag,BKI-25613,84.745194903,25.8902801929
zigzag,BKI-25614,84.8361439206,25.9688201252
fcbk,BKI-25615,84.9952340038,25.8179506623
zigzag,BKI-25616,85.0317329332,25.9277182727
fcbk,BKI-25617,84.7556946529,25.5930684962
fcbk,BKI-25619,84.7461832767,25.8903133887
zigzag,BKI-25620,84.7542418361,25.9751481149
fcbk,BKI-25621,84.9724508572,25.8799400936
zigzag,BKI-25622,84.8103526273,25.8133581904
zigzag,BKI-25623,76.9818118589,29.2837808759
zigzag,BKI-25624,76.9307114311,29.4340906493
zigzag,BKI-25625,76.95933203,29.1405312736
fcbk,BKI-25626,76.7133967646,28.8383984381
fcbk,BKI-25627,81.7036924375,25.7183481894
fcbk,BKI-25628,80.0547823925,26.8329581563
fcbk,BKI-25629,79.8940753814,27.0463625343
zigzag,BKI-25630,79.7930143292,27.1108757415
fcbk,BKI-25631,80.1429337113,27.0184688973
fcbk,BKI-25632,80.1167556055,27.1236046952
fcbk,BKI-25633,78.6335998808,28.4067636058
fcbk,BKI-25634,78.5771708083,28.7607709912
fcbk,BKI-25635,78.8045392586,28.4262908262
fcbk,BKI-25636,78.5657273378,28.7381810823
fcbk,BKI-25637,78.5438665812,28.5987766718
zigzag,BKI-25638,78.7465182524,28.4696557647
fcbk,BKI-25640,72.9355581637,28.8366762086
fcbk,BKI-25641,72.9187254679,28.8902943999
fcbk,BKI-25643,72.9178356012,28.8873996832
fcbk,BKI-25644,72.9522821552,28.9072641229
fcbk,BKI-25645,72.8594025993,28.8590179994
fcbk,BKI-25647,72.8942118503,28.8612880094
fcbk,BKI-25648,72.8849219324,28.9185874777
fcbk,BKI-25649,72.9228036235,28.835085125
fcbk,BKI-25650,78.5779878451,28.4979457676
fcbk,BKI-25651,78.5548531781,28.7502755181
fcbk,BKI-25652,78.5311892268,28.7440174015
fcbk,BKI-25653,78.6950497617,28.4081313395
fcbk,BKI-25654,78.7832966498,28.7399705653
fcbk,BKI-25655,78.5696214278,28.7320164238
fcbk,BKI-25656,78.5780615751,28.5282230664
fcbk,BKI-25657,72.7346503767,28.8354707344
fcbk,BKI-25658,81.9231674398,25.7730641384
fcbk,BKI-25659,72.8746140448,28.8582509508
fcbk,BKI-25661,72.9930308863,28.9529405469
fcbk,BKI-25662,72.9763572079,28.9449455773
fcbk,BKI-25665,72.8928796595,28.8545585014
fcbk,BKI-25673,78.5457899637,28.5986559108
fcbk,BKI-25674,78.8265331306,28.7073957185
fcbk,BKI-25677,72.9859488857,28.9230752124
fcbk,BKI-25678,72.8507657647,28.8573412402
fcbk,BKI-25679,72.9567410589,28.8336909532
fcbk,BKI-25682,72.9172821869,28.8462423487
fcbk,BKI-25683,72.877070689,28.9375579824
fcbk,BKI-25685,76.6446562337,28.4224610152
fcbk,BKI-25696,72.8969271167,28.8715121417
fcbk,BKI-25697,72.8956497426,28.8622156023
fcbk,BKI-25698,72.8999222358,28.8724991782
fcbk,BKI-25699,72.9334874241,28.842947112
fcbk,BKI-25700,78.6418013304,28.7080802606
fcbk,BKI-25701,78.626908686,28.4064089518
fcbk,BKI-25702,78.6130825441,28.6400451385
fcbk,BKI-25703,78.7152156092,28.5536433394
fcbk,BKI-25706,78.5385158293,28.5590440493
fcbk,BKI-25707,78.5716653346,28.5097069259
fcbk,BKI-25708,78.7972155114,28.4450957322
fcbk,BKI-25711,78.6692979318,28.5396838
fcbk,BKI-25712,78.6155955476,28.7593899306
zigzag,BKI-25714,84.603055664,27.1191976851
fcbk,BKI-25715,84.3352156775,26.8787025827
fcbk,BKI-25716,84.5889815155,27.09297375
fcbk,BKI-25717,84.4824173729,26.8484499121
zigzag,BKI-25718,84.5222306342,26.9656299884
fcbk,BKI-25721,78.6210512314,28.6334428895
fcbk,BKI-25722,78.6337209227,28.6707692793
fcbk,BKI-25723,78.8092611094,28.6131708924
fcbk,BKI-25724,78.5360845707,28.5614932639
fcbk,BKI-25728,78.7363863554,28.4868406265
fcbk,BKI-25732,78.5231305546,28.6097816345
fcbk,BKI-25733,78.7661662207,28.4403274889
fcbk,BKI-25734,78.5735090765,28.7019221952
fcbk,BKI-25739,78.6148052451,28.6667706642
fcbk,BKI-25740,78.6525814304,28.6912297705
fcbk,BKI-25741,78.7958499446,28.6157290634
zigzag,BKI-25742,76.7361189476,28.6026298919
fcbk,BKI-25748,78.710291382,28.4413317162
fcbk,BKI-25749,78.6596550907,28.7677491149
fcbk,BKI-25750,78.6253210886,28.676386245
fcbk,BKI-25768,84.6008739335,26.7883706432
fcbk,BKI-25769,78.6442584843,28.6039966831
fcbk,BKI-25770,78.638288888,28.6479435133
fcbk,BKI-25772,76.7615313983,28.5630473886
fcbk,BKI-25774,76.8457077165,28.4357342573
zigzag,BKI-25775,76.7986961457,28.6550761361
fcbk,BKI-25776,78.5919031691,28.6991859583
fcbk,BKI-25777,76.7634942858,28.6057782453
zigzag,BKI-25778,76.6817772153,28.6951018955
fcbk,BKI-25779,78.5714126046,28.5113339583
fcbk,BKI-25780,78.8120364218,28.5966296841
fcbk,BKI-25781,78.6386146371,28.5155944994
zigzag,BKI-25782,76.7673632778,28.6089387545
zigzag,BKI-25783,76.8878494825,28.7361415816
fcbk,BKI-25784,76.6770242484,28.5306745729
fcbk,BKI-25785,73.4416764251,29.8746500043
fcbk,BKI-25786,78.5725075273,28.5210019045
zigzag,BKI-25788,76.8041532425,28.5867479052
fcbk,BKI-25789,76.8147807908,28.5928090568
fcbk,BKI-25790,76.67839235,28.6710886002
fcbk,BKI-25791,77.885158212,28.4208630734
fcbk,BKI-25792,78.8142711798,28.7040032299
fcbk,BKI-25793,82.1096906694,27.7840324726
fcbk,BKI-25794,82.2138152708,27.6731804253
fcbk,BKI-25795,82.0956671206,27.713115598
fcbk,BKI-25796,82.1731372921,27.7453158156
fcbk,BKI-25797,78.2790588029,29.0904949489
fcbk,BKI-25798,78.5766913551,28.6329212436
fcbk,BKI-25799,78.5961731267,28.6982246707
fcbk,BKI-25800,78.6941592958,28.5095212882
fcbk,BKI-25801,78.5722506034,28.5266290979
fcbk,BKI-25802,78.7691422346,28.6863686119
fcbk,BKI-25803,78.7891135291,28.5663014295
fcbk,BKI-25804,73.2847776944,29.194592462
fcbk,BKI-25805,77.6824599213,28.6937136167
fcbk,BKI-25806,79.5531841658,27.0112534455
fcbk,BKI-25807,79.4995213684,26.8275341157
fcbk,BKI-25808,79.5760169731,27.1370844533
fcbk,BKI-25809,79.3935676153,26.9836687244
fcbk,BKI-25810,79.6484737743,27.0374366157
fcbk,BKI-25811,82.8915918079,26.3610284496
fcbk,BKI-25812,82.9881030224,26.379467206
fcbk,BKI-25813,83.2687108139,26.1075717636
fcbk,BKI-25814,83.2245422337,26.1400465561
fcbk,BKI-25815,83.2804587471,26.0508416116
fcbk,BKI-25816,82.9152901475,26.0820588094
fcbk,BKI-25817,84.4760515569,26.2158463476
zigzag,BKI-25818,84.3691036539,26.0898743733
zigzag,BKI-25819,84.5355284297,26.0830433228
fcbk,BKI-25820,84.4814655465,25.9951776318
fcbk,BKI-25821,79.5280933066,26.8130555728
fcbk,BKI-25822,79.6592938323,26.8292514521
fcbk,BKI-25823,79.525008615,27.146240139
fcbk,BKI-25824,79.4815160143,26.8303324757
fcbk,BKI-25825,79.5520493652,26.8159225525
fcbk,BKI-25826,78.675643404,27.4862068917
fcbk,BKI-25827,84.5981889693,26.1257460332
zigzag,BKI-25828,84.339462983,26.0752719862
fcbk,BKI-25829,84.4116990158,26.0423203033
zigzag,BKI-25830,84.5656849465,26.2622918483
zigzag,BKI-25831,84.2558238172,26.1517213221
zigzag,BKI-25832,84.3623732774,26.1599662701
zigzag,BKI-25833,84.4267086287,26.2111618465
zigzag,BKI-25834,84.2756618057,26.1547249404
zigzag,BKI-25835,77.108867941,30.377208603
fcbk,BKI-25836,83.1022305292,26.2515793892
fcbk,BKI-25837,77.221408802,30.4143572696
fcbk,BKI-25838,83.197691287,26.1252237788
fcbk,BKI-25839,83.0760165404,26.3173853657
fcbk,BKI-25840,83.0760745317,26.1495905433
fcbk,BKI-25841,84.4879030982,26.3820471231
fcbk,BKI-25842,88.2201887023,23.8421322288
zigzag,BKI-25843,88.0748197784,23.6462987093
fcbk,BKI-25844,83.0860851297,26.250846277
fcbk,BKI-25845,82.983390912,26.1083562911
zigzag,BKI-25846,84.2351522491,26.2704493788
zigzag,BKI-25847,84.5466883377,26.1276014662
zigzag,BKI-25848,84.2387247528,26.2686994053
zigzag,BKI-25849,84.4472804964,26.0424355416
fcbk,BKI-25850,84.6470991667,26.3204768276
fcbk,BKI-25851,84.5861506777,26.288852947
zigzag,BKI-25852,84.3252172559,26.000597368
fcbk,BKI-25853,84.6571631229,26.342092873
fcbk,BKI-25854,82.3880821565,27.0695655319
zigzag,BKI-25855,84.5104687831,26.3095567705
fcbk,BKI-25856,84.5849860886,26.2625615414
zigzag,BKI-25857,84.5227992514,26.2663080791
fcbk,BKI-25858,83.2491481651,26.1746857947
fcbk,BKI-25859,84.5073596392,26.0880696493
fcbk,BKI-25860,82.402344683,26.9319631283
fcbk,BKI-25861,82.3124159378,27.1701805971
fcbk,BKI-25862,82.0453557841,27.1870830038
fcbk,BKI-25863,82.2602334485,26.8391515279
fcbk,BKI-25864,82.3041981516,27.1696262616
fcbk,BKI-25865,77.0841305409,29.9655106248
fcbk,BKI-25866,84.4600865651,26.1044882868
zigzag,BKI-25867,84.4093194329,26.2839540628
fcbk,BKI-25868,84.6181753615,26.0141429892
fcbk,BKI-25869,84.4585146792,26.1077021023
fcbk,BKI-25870,83.0908589888,26.1143735137
fcbk,BKI-25871,83.0631189467,26.1636091263
fcbk,BKI-25872,83.2972396342,26.2172214682
fcbk,BKI-25873,82.9984397758,26.0398642477
fcbk,BKI-25874,82.2718647778,27.1092676262
fcbk,BKI-25875,82.3989635276,26.9228286114
fcbk,BKI-25876,83.3155423988,25.9180581305
fcbk,BKI-25877,82.900137103,25.6636828031
zigzag,BKI-25878,85.3900690198,25.6563055481
fcbk,BKI-25879,85.5672988098,25.6168505624
fcbk,BKI-25880,83.573155757,27.4505556759
fcbk,BKI-25881,83.026125849,26.3282390494
fcbk,BKI-25882,83.0758919245,26.3301220751
fcbk,BKI-25883,83.2874258584,26.1141016014
fcbk,BKI-25884,82.9759043664,26.0206412095
fcbk,BKI-25885,83.0538366465,26.0747661778
fcbk,BKI-25887,82.1330460663,27.1499263251
fcbk,BKI-25888,82.413364002,26.8747677429
zigzag,BKI-25889,85.2294318614,25.7364705459
fcbk,BKI-25890,85.3530620834,25.7801811405
fcbk,BKI-25891,83.3189743213,26.2065941645
fcbk,BKI-25893,84.4593213323,26.237443337
fcbk,BKI-25894,82.3313123949,27.1543437246
fcbk,BKI-25895,82.3545895956,27.1429576025
fcbk,BKI-25896,82.0442660971,27.0706111355
fcbk,BKI-25897,84.5578878584,26.1741666079
zigzag,BKI-25898,84.5367140784,26.2566160274
fcbk,BKI-25899,82.1249492146,26.9904829856
fcbk,BKI-25900,81.9868571294,27.1174614672
fcbk,BKI-25901,82.4097355608,27.17667089
fcbk,BKI-25902,84.3636670592,26.3876078578
fcbk,BKI-25903,82.9591620366,26.2488279829
fcbk,BKI-25904,83.2416128081,26.2712017743
fcbk,BKI-25905,83.2131213341,26.2457305928
zigzag,BKI-25906,83.0735146831,26.0400728127
fcbk,BKI-25907,83.2974971796,26.2754934439
fcbk,BKI-25908,82.8928914309,26.0763914546
fcbk,BKI-25909,83.2185112633,26.2527548557
fcbk,BKI-25910,83.1583297084,26.211264518
zigzag,BKI-25911,83.3013608322,26.052700129
fcbk,BKI-25912,83.0716772799,26.1800998703
zigzag,BKI-25913,82.9022305685,26.0734031937
zigzag,BKI-25914,83.2336443616,26.166584084
fcbk,BKI-25915,82.9485811346,26.0889412668
fcbk,BKI-25916,82.3528564199,27.1447704501
fcbk,BKI-25917,73.007118686,28.9640564044
fcbk,BKI-25918,75.3537053947,29.4578836904
fcbk,BKI-25919,73.2260034981,29.2155721211
fcbk,BKI-25920,73.2249605432,29.2162125715
fcbk,BKI-25921,73.322107017,29.1823192208
fcbk,BKI-25922,73.223167266,29.2117322375
fcbk,BKI-25923,73.2801224833,29.2046432385
fcbk,BKI-25924,73.414842339,29.181759442
fcbk,BKI-25925,73.2934863393,29.1958709936
fcbk,BKI-25926,73.3037483638,29.1855545259
fcbk,BKI-25927,73.2231433726,29.2138007325
fcbk,BKI-25928,73.223084756,29.217111799
fcbk,BKI-25929,73.2337709044,29.2238239046
fcbk,BKI-25930,73.2932416851,29.1922344235
fcbk,BKI-25931,73.2931093162,29.1969094922
fcbk,BKI-25932,73.2225183515,29.2329878723
fcbk,BKI-25933,73.2690188931,29.2036690656
fcbk,BKI-25935,73.1922928766,29.0253665536
fcbk,BKI-25936,73.0174320786,29.0263160544
fcbk,BKI-25940,73.037231523,28.999791089
fcbk,BKI-25941,73.0196021134,29.0263780469
fcbk,BKI-25942,73.01915234,28.9563254061
fcbk,BKI-25943,73.0627174266,28.9634024374
fcbk,BKI-25944,73.0379163328,29.0242237307
fcbk,BKI-25945,73.3960475402,29.1461369763
fcbk,BKI-25946,73.0333972238,29.0236826062
fcbk,BKI-25953,83.2701342945,26.186066057
fcbk,BKI-25954,83.240974047,26.0478902951
fcbk,BKI-25955,83.3123762569,26.1398782378
fcbk,BKI-25958,83.2005875944,26.0735124395
fcbk,BKI-25959,83.2935709267,26.061689433
fcbk,BKI-25961,83.2295516791,26.1260227259
fcbk,BKI-25962,78.7414763909,27.0237217108
zigzag,BKI-25964,82.1019324645,26.5348990021
zigzag,BKI-25965,78.5792926427,27.0498149569
fcbk,BKI-25966,78.5361546153,27.0441219694
fcbk,BKI-25968,78.4601016555,26.9076050945
fcbk,BKI-25969,78.6238582963,26.8128657603
fcbk,BKI-25970,78.7795038872,26.9863302885
fcbk,BKI-25971,78.6724968866,27.1293135501
fcbk,BKI-25972,79.5078863646,28.3326546365
fcbk,BKI-25974,77.3340036687,29.2189570017
zigzag,BKI-25975,77.3380541021,29.420859545
fcbk,BKI-25976,81.060996351,26.6011115791
zigzag,BKI-25977,81.0661083563,26.7210101512
fcbk,BKI-25978,80.9487231045,26.6158967658
fcbk,BKI-25979,80.9583844783,26.5909924253
fcbk,BKI-25980,81.0480434704,26.4019461805
fcbk,BKI-25981,80.9884817704,26.4340869025
fcbk,BKI-25982,78.4572944589,26.9073531324
fcbk,BKI-25983,73.6573112772,33.3130304663
fcbk,BKI-25984,73.6134756265,33.0624269572
fcbk,BKI-25985,73.7825324974,33.1536832855
fcbk,BKI-25986,73.7646803386,33.1579544478
fcbk,BKI-25987,74.2886841151,32.7847547643
fcbk,BKI-25988,74.2983582482,32.7574559528
fcbk,BKI-25989,73.8282166865,33.0667908421
fcbk,BKI-25990,73.7799089656,33.1525545539
fcbk,BKI-25991,73.7691438592,33.2434611045
fcbk,BKI-25992,87.7921577504,23.3505070243
fcbk,BKI-25993,78.6707878466,26.8276159894
fcbk,BKI-25994,73.6148956004,33.0660014996
fcbk,BKI-25995,73.6978832603,33.0606220769
fcbk,BKI-25996,73.820922314,33.1889301184
fcbk,BKI-25997,81.0638053936,26.6882835351
fcbk,BKI-25998,73.7070963833,33.3376758742
fcbk,BKI-25999,73.6907177945,33.3279203986
fcbk,BKI-26000,73.6645126417,33.3121195988
fcbk,BKI-26001,73.689780074,33.3266531121
fcbk,BKI-26002,73.7782353667,33.1552567153
fcbk,BKI-26003,73.7556660362,33.2523024801
fcbk,BKI-26004,73.7745806967,33.1552804214
fcbk,BKI-26005,73.6007837828,29.6404620702
fcbk,BKI-26006,73.8266001336,29.9387309795
fcbk,BKI-26007,73.671741634,29.8989062752
fcbk,BKI-26008,73.5857032056,29.7655868931
fcbk,BKI-26009,73.5611404805,29.9499497926
fcbk,BKI-26010,73.7780726184,29.861275166
fcbk,BKI-26013,80.862858291,26.4287875247
fcbk,BKI-26014,81.023576546,26.6685227866
fcbk,BKI-26015,80.7313482698,26.4428377656
fcbk,BKI-26016,80.4052392606,27.0575276908
fcbk,BKI-26017,80.3649724337,26.9078428376
fcbk,BKI-26018,78.7176019309,27.063398743
fcbk,BKI-26019,78.5284228939,27.0396191832
fcbk,BKI-26020,73.5600149842,29.8169557985
fcbk,BKI-26021,80.2204541158,26.9030909018
fcbk,BKI-26022,80.5275244639,27.0786493664
fcbk,BKI-26023,80.1994725834,27.1371469974
zigzag,BKI-26024,80.2273357056,26.9058247271
fcbk,BKI-26025,80.3690795997,27.1906777749
fcbk,BKI-26026,80.525544221,27.1158597152
fcbk,BKI-26027,80.3332500339,26.8505964017
fcbk,BKI-26028,80.4429699897,26.9251956139
zigzag,BKI-26029,80.4669960499,27.0428349152
fcbk,BKI-26030,78.4644513096,26.8872151954
fcbk,BKI-26031,78.6295479875,27.090173561
fcbk,BKI-26032,78.4068391932,27.1382704974
fcbk,BKI-26033,78.5314695384,27.1294303229
zigzag,BKI-26034,77.1687703118,30.0421726968
zigzag,BKI-26035,77.1689754502,30.0486450037
zigzag,BKI-26036,77.3267404962,30.131983256
fcbk,BKI-26037,78.5794157216,27.2204579178
fcbk,BKI-26038,78.4546263144,27.2667582795
fcbk,BKI-26039,78.5881218855,27.4549508242
fcbk,BKI-26040,73.8765953075,29.570911888
fcbk,BKI-26041,73.7360096285,29.9110360654
fcbk,BKI-26042,73.4465088386,29.5821493247
fcbk,BKI-26043,78.5230474674,27.1973793836
fcbk,BKI-26045,81.1605733429,26.7305730157
zigzag,BKI-26046,80.2281596225,27.0781266863
fcbk,BKI-26047,80.3221671907,27.1700325853
fcbk,BKI-26048,80.1971131813,27.0690526686
fcbk,BKI-26049,80.2364912227,26.9094806898
fcbk,BKI-26050,80.1928304046,27.0576513633
fcbk,BKI-26051,73.4774611834,29.3584623803
fcbk,BKI-26052,73.613918972,29.3183214784
fcbk,BKI-26053,73.8737166306,29.3288177904
fcbk,BKI-26054,73.6135767803,29.3150018258
fcbk,BKI-26055,73.8258847682,29.3686605318
fcbk,BKI-26056,73.6594108006,29.3294726913
fcbk,BKI-26057,73.6413678132,29.5364267633
fcbk,BKI-26058,73.5325244178,29.2693513684
fcbk,BKI-26059,73.4792842477,29.2456853288
fcbk,BKI-26060,77.0993053333,30.0011908151
fcbk,BKI-26061,73.8480575847,29.55040241
fcbk,BKI-26062,73.6151926107,29.3162864397
fcbk,BKI-26063,73.54130826,29.2820587118
fcbk,BKI-26064,73.6591812083,29.3232286856
fcbk,BKI-26065,73.6135649847,29.3171211815
zigzag,BKI-26066,87.8105350376,22.2353951609
fcbk,BKI-26067,80.7483967283,27.9560475832
fcbk,BKI-26068,80.8210104992,27.9161716025
fcbk,BKI-26069,81.1584454863,26.7198445408
fcbk,BKI-26070,81.3779611945,26.6507295793
fcbk,BKI-26071,81.2999843748,26.7551727881
fcbk,BKI-26072,81.5026167405,26.761014753
fcbk,BKI-26073,81.1687339789,26.7738967491
fcbk,BKI-26074,73.6151857007,29.3177630816
fcbk,BKI-26075,80.6727685124,27.973535112
fcbk,BKI-26076,80.7663789242,27.9171224241
zigzag,BKI-26077,81.1597777582,26.7323501922
fcbk,BKI-26078,81.332572396,26.7038353508
fcbk,BKI-26079,81.2854614972,26.3970296754
fcbk,BKI-26080,81.5012859742,26.7443905729
zigzag,BKI-26081,83.9512596443,26.4965991205
fcbk,BKI-26082,83.9485515607,26.4352232072
fcbk,BKI-26083,84.1195561079,26.5562711612
zigzag,BKI-26084,84.0799802554,26.4551862036
zigzag,BKI-26085,83.8177318226,26.6323390666
fcbk,BKI-26086,81.8904813009,27.017742589
fcbk,BKI-26087,81.7595215173,26.7984387775
zigzag,BKI-26088,81.6990925107,27.1516499847
fcbk,BKI-26089,82.1706749033,25.7719288816
zigzag,BKI-26090,82.3883183798,25.9265269694
fcbk,BKI-26091,82.1734008184,25.6388862603
